חותמת זמן	שם ההשתלמות 	1. מה היא שביעות רצונך הכללית מהכשרה/העשרה ?	2. באיזה מידה הרגשת חופשי לשאול את המרצים שאלות ?	3.   באיזה מידה הרגשת שהכשרה/העשרה תרמה לך ?	4. באיזה מידה הייתה הלימה בין תכני ההרצאה והנושאים שעניינוו אותך?	5. באיזה מידה ההכשרה/העשרה חידשה או נתנה לך מידע חדש ?	6. באיזו מידה הכשרה/העשרה נתנה לך כלים יישומיים לשימוש יומיומי?	7. האם אתה  מתכוון ליישמם בעבודתך ?	8. ציין אילו שינויים בשדה הקליני/במקום עבודתך את/ה תנקוט בעקבות הכשרה/העשרה?  פרט:	9. לסיכום נשמח לשמוע על החוויה שלך- מה עבד טוב ומה היית מציע/ה לשפר ?  פרט:	תודה על שיתוף הפעולה!
09/12/2025 15:06:53	קורס תורת החיסונים ובריאות העובד	3	4	2	2	1	3	4			
09/12/2025 15:07:51	קורס תורת החיסונים ובריאות העובד	3	5	4	5	4	4	5	ישום עקרונות מנחים שהוסברו הקורס.	היה מצוין, היו לי בעיות שמע אבל אולי זו רק בעיה שלי.	
09/12/2025 15:10:51	קורס תורת החיסונים ובריאות העובד	4	5	4	4	5	2	4	איישם תכנית חיסון לעובדים	מציעה לשלב יותר פרקטי למעשה- איך נראה התיעוד ולשלב סכמות טיפוליות שנוכל לצלם ולתלות בעבודה	
09/12/2025 15:13:33	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	אבצע תיעוד ומעקב חסינות לצוות ולמטופלים, איישם נהלים מיידיים במקרי חשיפה או תגובה חריפה, ואקדם שמירה על שרשרת קירור ומודעות למניעת הדבקה והגנה על מטופלים פגיעים. 	החוויה בקורס הייתה מועילה ומעשית, עם דגש על חיסוני חובה וטיפול במצבי חירום. כדאי להוסיף יותר תרגול מעשי ותרגול סימולציות	תודה רבה לכם
09/12/2025 15:13:47	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5			תודה רבה 
09/12/2025 15:14:57	קורס תורת החיסונים ובריאות העובד	4	5	4	5	4	4	4	החלת הליך מתן חיסונים לכל עובד חדש תוך שימוש בכלים שלמדנו, תיעוד ודיווח במערכת	הייתי משלב עבודות לתרגול כדי ללמוד טוב יותר את החומר ולשלוט בו, איך מיישמים בפועל.	
09/12/2025 15:15:48	קורס תורת החיסונים ובריאות העובד	4	5	3	3	3	3	4	סקר חיסונים בקרב העובדים. התקשרות עם ספקי חיסונים, יצירת קשר עם משרד הבריאות, בדיקת אפשרות למיקור חוץ בנושא חיסונים.	הייתי מציעה לשפר את נושא ההנגשה של חיסונים לבית האבות. עם מי עלינו ליצור קשר כדי לקבל חיסונים וכו'	
09/12/2025 15:18:24	קורס תורת החיסונים ובריאות העובד	3	3	4	4	4	3	5			
09/12/2025 15:19:58	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	הכשרה 	היה מצוין 	
09/12/2025 15:22:37	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	לחסן ולתעד		
09/12/2025 15:23:29	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5			
09/12/2025 15:24:41	קורס תורת החיסונים ובריאות העובד	2	5	2	3	2	2	3		החוויה שלי לא הכי טובה.  אני אחות בבית חולים מעל 30 שנה. הקורס הזה  כנראה מיועד לאחיות  של גיאטריה ובתי אבות. מרצה היה טוב, אבל התוכן היה ברמה די נמוכה. מרגישה  בזבוז של זמן וכסף. לא נשמע לי הגיוני לשלם 500₪ כדי לשמוע שלא צריך לבוא  לעבודה כשאתה חולה 	
09/12/2025 15:26:44	קורס תורת החיסונים ובריאות העובד	4	4	4	3	3	4	3	/		
09/12/2025 15:27:54	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	למנות א.חיסונים		
09/12/2025 15:35:50	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5			
09/12/2025 15:36:56	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	אתן מענה לדיירים ששואלים שאלות ולפני לא ידעתי לענות בצורה ברורה…	הכל מצויין 	תודה לכם
09/12/2025 15:37:51	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5			
09/12/2025 15:40:31	קורס תורת החיסונים ובריאות העובד	2	4	2	3	2	2	3		מיקרופון או קשר לא תמיד היה טוב. 	
09/12/2025 15:42:06	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5			
09/12/2025 15:43:35	קורס תורת החיסונים ובריאות העובד	5	5	5	5	4	5	5	השלמת חיסונים לאחר שקיבלתי סרולוגיה 	קורס מצוין	איסמעיל העביר את החומר הנלמד באופן מרתק חכם ואינטליגנטי תודה על הבחירה הנכונה 
09/12/2025 15:48:31	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	צריך לחשוב איך להגיע מצב שכל הצוות יהי מחוסן! מה לעשות עם עובדים זרים בעיקר נפליםוכוי	שיטת הזום טובה מאוד אהבתי מאוד.קצת ללא עוזניות לא שומעים טוב.בדרים חשובים! 	
09/12/2025 15:53:28	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5	הקפדה על חיסונים ומעקב חסינות הגברת מודעות צוותית  זיהוי מטופלים מדבקים ובידוד לפי הצורך תיעוד אירועי חשיפה, סטיות בשרשרת הקירור או תגובות לאחר חיסון, דיווח מיידי לצוות או מנהל	הכל היה מצוין לא מסובך ולעניין  תודה רבה 🙏	
09/12/2025 16:03:31	קורס תורת החיסונים ובריאות העובד	5	5	5	5	5	5	5		הכל מצויין	
10/12/2025 08:22:14	קורס תורת החיסונים ובריאות העובד	4	5	4	5	4	4	4			
14/01/2026 17:46:52	קורס בטיחות הטיפול וניהול סיכונים	4	3	3	4	4	4	4			
14/01/2026 17:47:44	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
14/01/2026 17:48:11	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	טופס ניתוח אירועים חריגים, 5 M	היה מפרה ומקצועי!	יישר כוח!
14/01/2026 17:48:51	קורס בטיחות הטיפול וניהול סיכונים	4	4	4	4	4	4	4			
14/01/2026 17:49:14	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	5	5			
14/01/2026 18:00:54	קורס בטיחות הטיפול וניהול סיכונים	3	4	3	3	3	3	4	שינוייםנרוחביים		
14/01/2026 18:01:46	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	4	4	5	שיפור תקשורת בתוך צוותים, עידוד דווחים על כמעת אירוע, העלתה כמות בקרות פנימיות	בכל מקרה יותר כלים מעשיים בתחומים שלמדנו , אולי שמתלמדים בקורס יתנו פיטרונות וכלים שיש במוסדות שלהם בנושאים שלמדנו	
14/01/2026 18:02:39	קורס בטיחות הטיפול וניהול סיכונים	4	5	5	5	5	5	5	להסתכל אחרת על הדברים	הייתי מעדיף שיהיה אחד או שני שיעורים ביניהים יהיו פרונטלים	
14/01/2026 18:04:15	קורס בטיחות הטיפול וניהול סיכונים	4	3	3	2	3	2	3	כן	הכל היה בסדר	תודה לכם
14/01/2026 18:06:15	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	הוחל להשתמש בכלים שקבלנו 	היה מעוד מעניין ותורם מרצים ברמה 	גם לכם
14/01/2026 18:11:19	קורס בטיחות הטיפול וניהול סיכונים	3	5	3	3	4	4	4	שיפור התקשורת עם אנשי הצוות והמשפחות	ישנן הרצאות שהסתמכו בעיקר  על הקראה של חומר עיוני . היו הרצאות מאוד מעניינות ומקצועיות של דניאל בן שושן	תודה
14/01/2026 18:16:59	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	4	5	1. להדגיש על נושא התקשורת בין הצוותים והעברת מסרים . 2. להיות אסרטיבי וגמיש עם העובדים. 3. ניהול תקין של התנגדויות  וקונפלקטים עם המשפחות . 4. להבדיל בין תחקיר לחקירה ושכל אירוע חריג הינו למידה ולא האשמה וזאת כדי למנוע את האירוע הבא. פשוט קורס מדהים שהעשיר איתי רבות בתחום . תודה רבה רבה	נהניתי מאוד ולמדתי רבות ואני מציינת לשבח את הגברת רינת כהן אהבתי את הגישה והשיטה שלה בהעברת מידע כל הכבוד לכם כולכם ויישר כח 	מריאן אבו אחמד 
14/01/2026 18:22:17	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	אני כבר ביצעתי תחקיר לפי חומר הלימוד והמודילים שהוצגו בקורס 	הכל בסדר	
14/01/2026 18:26:33	קורס בטיחות הטיפול וניהול סיכונים	5	5	4	5	4	4	4	ניהול סיכונים 	הכל היה טוב 	
14/01/2026 18:44:04	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	5	5	5	אנסה ליישם תחקיר באירועים חריגים נבחרים		נהנתי מהקורס נתן לי כלים להמשך עבודתי
14/01/2026 18:48:43	קורס בטיחות הטיפול וניהול סיכונים	5	4	5	5	5	5	5	בתחקיר אירועים חריגים	קורס מאוד יעיל , הייתי מעדיפה אם היה פרונטלי	תודה על המידע שהענקתם לנו
14/01/2026 19:00:48	קורס בטיחות הטיפול וניהול סיכונים	5	4	5	4	4	4	5			
14/01/2026 19:14:51	קורס בטיחות הטיפול וניהול סיכונים	5	2	4	4	4	4	5			
14/01/2026 19:18:08	קורס בטיחות הטיפול וניהול סיכונים	4	5	5	4	4	4	5	יותר כמעט אירוע ואירועים חריגים 	חוויה נעימה וצוות מרצים טובים מאוד	תודה רבה 
14/01/2026 19:19:34	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
14/01/2026 19:29:55	קורס בטיחות הטיפול וניהול סיכונים	5	5	4	4	4	4	5	ביצוע ניהול סיכונים עם שימוש נכון במודלים שהודגשו בקורס 	רוב ההרצאות היו מרתקות ביותר צברתי ידע ניכר בכל הנוגע לניהול סיכונים נכון . בגדול תרומתם לי מאוד אני מודה לכם.	
14/01/2026 19:41:07	קורס בטיחות הטיפול וניהול סיכונים	4	5	5	4	5	5	5			
14/01/2026 19:44:43	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5		קורס מצויין למדתי הרבה	
14/01/2026 21:00:28	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	4	5	5	תהליך התחקיר	הכל היה מעולה.. ההרצאות זרמו, קורס עשיר מאד.	
14/01/2026 21:30:33	קורס בטיחות הטיפול וניהול סיכונים	5	4	4	5	5	4	5	חיזוק ניהול סיכונים, שיפור זיהוי מוקדם של מצבי סיכון והטמעת עבודה לפי נהלים	קורס מקצועי ומעשיר, התכנים ברורים ויישומיים. ניתן להוסיף עוד דוגמאות מהשטח	תודה רבה על קורס איכותי, מועיל ותורם להתפתחות המקצועית
14/01/2026 21:45:41	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	5	5	ביצוע תחקירים בפורמט שלמדנו, תמיכה בקורבן השני,  סבבי בטיחות	מאוד אהבתי והתחברתי לתרגולים של התחקירים, זה בהחלט יעזור לי בעבודה בהמשך. חושבת שהשיעור שבו עבדנו בקבוצות היה צריך להעשות לפני שהגשנו את העבודה כי הוא חידד את דרך ביצוע התחקירים. הייתי שמחה שהיו מצרפים את הקלטות השיעורים. היתה פעם אחת שהאינטרנט לא עבד באופן רציף וזה היה עוזר לי להשלים את החומר. תודה רבה	
15/01/2026 08:35:08	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5		הייה קורס מאוד מעשיר.. המרצים היו מאוד קשובים ומקצועים.  העבירו את החומר בצורה מעניינת וברורה. אישית מאוד נהניתי מהקורס	תודה לכם על הכל
17/01/2026 21:42:45	קורס בטיחות הטיפול וניהול סיכונים	5	5	3	4	3	3	5	למידת מקרה , תחקיר מקרה 	מבחינתי הקורס היה טוב מאוד, המרצים מקשיבים ומרשים לשאול. 	
18/01/2026 10:23:11	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	5	5	5			
19/01/2026 21:50:26	קורס בטיחות הטיפול וניהול סיכונים	4	4	5	4	5	4	5	עבודה לשיפור איכות השירות הרפואי באמצעות שינוי חלק מהמתודולוגיות הקיימות במוסד כדי למנוע טעויות ולספק טיפול בטוח יותר.		ניתוח נכון של השגיאות עזר לנו להבין את שיטת הטיפול.
02/02/2026 17:58:00	הדרך את המדריך	4	5	4	3	4	4	5			
02/02/2026 17:58:11	הדרך את המדריך	4	5	4	3	4	4	5			
02/02/2026 17:58:25	קורס הדרכה למדריכים	5	5	5	5	5	5	5	הדרכה אינטראקטיבית ושימוש בדיגיטציה בהדרכות. כמו כן הדרכות ממוקגות נושא וקצרות בזמן העבודה	היה בסה"כ ממצה ומעניין	
02/02/2026 17:58:29	קורס הדרכה למדריכים	5	4	4	4	3	4	4		היה ממש קורס טוב  רוב הדברים אנחנו עושים בעבודה שלנו 	תודה רבה לכם 
02/02/2026 18:03:01	קורס הדרכה למדריכים	4	5	5	5	4	5	5			
02/02/2026 18:03:20	קורס הדרכה למדריכים	5	5	5	4	5	5	5	איישם את ההדרכות		
02/02/2026 18:05:13	קורס הדרכה למדריכים	5	5	5	5	5	5	5			
02/02/2026 18:09:16	הדרך את המדריך	4	5	4	5	4	4	5	שיטת מתן הדרכה 	היה מעניין 	
02/02/2026 18:11:56	עדכון ידע בגריאטריה	4	4	4	4	4	4	4	הדוגמאות להדרכת מטפלים תמונות,משחק,סרטון		
02/02/2026 18:27:48	קורס הדרכה למדריכים	5	5	5	5	5	4	5			
02/02/2026 18:32:11	הדרך את המדריך	4	5	5	5	5	5	5	הקשבה לצוות	השיח וההקשבה שהיה למדריכים	
02/02/2026 18:59:43	הדרך את המדריך	4	5	4	4	3	4	5	תקשורת בין אישית  העצמה של מטפל 	הייתי מציע להכשיר אחראי או אחראית מטפלים ולהקנות לה כלים לצורך הדרכה	
02/02/2026 20:07:21	קורס הדרכה למדריכים	3	5	3	3	2	3	3		הכל נאמר בכלליות והייתי רוצה הדרכה קונקרטית שהתוכן שלה הוא לפי הדרישות של המכרז החדש. על מה בדיוק להדריך את המטפלים.  	
02/02/2026 22:19:26	קורס הדרכה למדריכים	4	5	4	4	4	4	4			
03/02/2026 07:38:39	קורס הדרכה למדריכים	4	3	4	5	5	4	5	בעקבות ההכשרה בהדרכה, אפתח תוכנית הדרכה מובנית לצוות האחים והמטפלים, הכוללת קליטה מסודרת לעובדים חדשים והדרכות ריענון תקופתיות, אטמיע שיטות הדרכה מגוונות כגון חניכה בשטח ומשוב מובנה, ואחזק תרבות דיווח ולמידה מאירועים חריגים. בנוסף, אבצע בקרה והערכה של תהליכי ההדרכה כדי לשפר את איכות הטיפול והבטיחות במחלקות.	החוויה בקורס הייתה חיובית ומשמעותית, התכנים היו רלוונטיים לשדה הקליני, הכלים ההדרכתיים היו פרקטיים ויישומיים, והדיונים תרמו להעמקת ההבנה של תפקיד המדריך, הייתי מציע לשפר באמצעות יותר תרגול מעשי, סימולציות קליניות ומשוב אישי על סגנון ההדרכה, כדי לחזק את הקשר בין התיאוריה לפרקטיקה.	
26/02/2026 15:56:36	סכרת	5	5	5	5	4	4	5			
26/02/2026 15:57:03	סכרת	5	5	5	5	5	5	5	מעקב סוכרת מדויק לפי קריטריונים שונים	הכל מצוין	
26/02/2026 15:57:20	סכרת	4	5	5	5	4	4	4			כיייפת מאוד
26/02/2026 15:58:20	סכרת	5	5	5	5	5	5	5			
26/02/2026 15:58:36	סכרת	4	4	4	4	4	4	4	אבצע שיפור בתקשורת עם המטופלים והצוות , ואקפיד יותר על עבודה מסודרת לפי הנהלים והנחיות מקצעויות 	הכשרה הייתה ברורה ומעשית מאוד ניתן לשפר על ידי הוספת יותר דוגמאות מהשטח ותרגול מעשי נוסף	
26/02/2026 16:02:08	סכרת	4	5	4	4	5	5	5	פרוטקולי טיפול בהפר והיפו גליקמיה 	חוויה נהדרת	
26/02/2026 16:02:09	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:02:27	סכרת	5	5	5	5	5	5	5	איישם את כל הידע בעבודה.	היה מצוין, אין מה לשפר	
26/02/2026 16:02:39	סכרת	4	4	4	3	4	4	5	יום הקורס		
26/02/2026 16:03:05	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:03:15	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:03:25	סכרת	5	5	5	5	5	5	5		חוויה חיובית מאוד ומעשירה	תודה
26/02/2026 16:03:44	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:03:46	סכרת	4	4	4	4	4	4	4	..	..	..
26/02/2026 16:03:50	סכרת	4	5	5	4	4	4	5	מחלקת פנימית		
26/02/2026 16:04:16	סכרת	5	5	5	5	5	5	5	עזר לי מאוד לציין איך לעזור לאנשים לדיירים לאיזון לתזונה להכל	מרוצה מאוד ממה שהיה אין משהו לשיפור 	תודה לכל המרצים שעזרו
26/02/2026 16:05:01	סכרת	5	5	5	5	4	5	4			
26/02/2026 16:05:48	סכרת	5	3	5	5	5	4	5	יותר שאלות	הרבה חומר	תודה רבה
26/02/2026 16:06:01	סכרת	4	5	3	4	4	3	4	לוודא על אי פספוס של בדיקות סוכר בדם, לתת הטיפול לפי מצב הדייר ולחשוב מחוץ לקופסה .להיות זהיר במתן טיפולים ולזהות מצבים מסכני חיים.	הקורס היה יפה וטוב ומלמד, אין הצעה מיוחדת.	
26/02/2026 16:06:33	סכרת	5	5	5	5	5	5	5		קיבלתי  הרבה ידע על הכרתי,היה לי מאוד חשוב לעבור את הקורס	תודה
26/02/2026 16:07:36	סכרת	5	5	5	5	4	4	5		היה ממש מלמד, הוסיף לי המון ידע וניסיון 	תודה רבה לכם
26/02/2026 16:08:23	סכרת	5	5	5	5	4	5	5	התייחסות בכללי לחולים מבוגרים עם סוכרת שסובלים מהרבה מקרים של היפר והיפו גלקמיה	הכל היה בסדר ועבד טוב, הרחבתי את הידע שלי	
26/02/2026 16:08:29	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:08:31	סכרת	5	5	5	5	5	4	5	ההכשרה חיזקה בי את ההבנה שטיפול מיטבי בסוכרת מחייב הסתכלות הוליסטית – רפואית ורגשית 	הקורס היה משמעותי ומעשיר מאוד עבורי	
26/02/2026 16:08:35	סכרת	5	5	5	5	5	5	5			
26/02/2026 16:42:02	סכרת	4	5	5	5	4	4	5	עכשיו אני יכולה לעבוד בצורה הכי טובה ממה שהייתי  ויכולה לתת טיפול בצורה נכונה לכל מטופל ומה מתאים לו 		תודה לכם על הכול ועל מתן הידע הטוב 
26/02/2026 17:05:57	סכרת	5	5	5	4	5	5	4			
30/03/2026 16:02:16	ניהול טיפול בפצע וסטומה	4	5	4	4	5	4	5			
30/03/2026 16:04:24	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	להיות יותר ערני לפצעים	אין מה לשפר, הכל היה מצוין	
30/03/2026 16:04:31	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:04:35	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:04:55	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	ציוד	היה מקסים למדתי הרבה דברים חשובים וחדשים 	נעים מאוד
30/03/2026 16:05:02	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	ציוד	היה מקסים למדתי דברים חשובים שיכולים לעזור לי לתת את הטיפול הנכון 	תודה רבה ונעים לי שהשתתפתי 
30/03/2026 16:05:06	ניהול טיפול בפצע וסטומה	5	5	5	5	4	4	5			
30/03/2026 16:05:15	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:06:21	ניהול טיפול בפצע וסטומה	4	4	4	5	5	5	5	רישום סוגי משחות ותחבושות 		
30/03/2026 16:07:00	ניהול טיפול בפצע וסטומה	4	4	4	4	4	4	4			
30/03/2026 16:07:20	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	מאוד עזר לי  בשטח 	באמת אין נקודות לשפר היה מצויין 	תודה 🙏 
30/03/2026 16:07:36	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	קורס מאתגר ומיישם ומעניק ידע בשטח׳ - ממליצה לכל האחים לעשות הקורס 	קורס מעניין ומעשיר ידע ומחדד התקדמות בטיפול	תודה לכל המרצים
30/03/2026 16:07:36	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	תיאום טיפול לפצע בצורה מקצועית 	הכל היה מושלם בצורה מעולה ותקציר נדיר , אפשר רק להוסיף יום אחד סיכום כזה פרונטלי. 	
30/03/2026 16:07:44	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			תודה
30/03/2026 16:07:50	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	הפחתת אחוזי פצעי לחץ במוסד	הכל טוב 	
30/03/2026 16:07:54	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	שיפור רב בטיפול בפצעים 	הכל היה מעולה 	תודה רבה לכם 
30/03/2026 16:08:00	ניהול טיפול בפצע וסטומה	5	5	3	3	3	3	5			
30/03/2026 16:08:19	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:08:47	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:09:44	ניהול טיפול בפצע וסטומה	3	4	3	3	3	3	3			
30/03/2026 16:09:47	ניהול טיפול בפצע וסטומה	4	3	4	4	5	4	5			
30/03/2026 16:09:57	עדכון ידע בגריאטריה	4	4	4	5	4	4	5	במחלקה הסיעודית שאני עובד בה 	אני חושב שהכל היה מעולה ונהדר 	תודה רבה לכם 
30/03/2026 16:10:50	ניהול טיפול בפצע וסטומה	4	4	4	3	4	4	4	אוכל לקבוע את עומק וסוג הפצע ואת הטיפול המתאים לו.		
30/03/2026 16:11:36	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5			
30/03/2026 16:12:28	ניהול טיפול בפצע וסטומה	4	5	5	4	4	5	5	נאמנת פצעים		נתראה בעוד קורסים , תודה ♡
30/03/2026 16:14:06	ניהול טיפול בפצע וסטומה	4	4	4	4	3	4	4	הטיפול בחבישות 	תודה לכם היה רענון מצויין בשבילי 	
30/03/2026 16:14:47	ניהול טיפול בפצע וסטומה	4	4	4	4	5	4	4		הקורס היה מלמד , למדתי כמה דברים חדשים בשבילי 	
30/03/2026 16:15:41	ניהול טיפול בפצע וסטומה	3	5	2	2	2	2	5			
30/03/2026 16:16:10	ניהול טיפול בפצע וסטומה	4	5	4	4	4	4	4	במקום עבודה שלי אומנם חלק ממנה זה ביקורי בית למרותקים או אשפוז בית חסר סיוע סיעודי ורפואי בהקשר לפצעים כולל מעקב אם זה קלינית ואם מעבדתי וגם אין אחות עם מומחיות לטפל בפצעים למרות שי לא מעט מטופלים עם פצעים לא משנה מה הסוג שלהם זו מקודה לעבוד עליה 	היתי רוצה פחות מידע על אנטומיה ויותר גישה קלינית כולל דוגמאות וניהול מקרים עם שלבי ריפוי	תודה לכם על הקדשת הזמן והידע שיש לכם אין ספק שזה יעזור לי בהמשך דרכי
30/03/2026 16:16:46	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	הבנה יותר טובה על כל חבישה. יותר מקצועיות 	קיבלתי יותר ידע תודה	תודה לכם
11/04/2026 23:27:09	ניהול טיפול בפצע וסטומה	5	5	5	5	5	5	5	ניהול נכון של הפצעים והדרכה המשפחות ודירבון לדרכי מניעה שלפ פצעים	היה מאוד מעשיר ויפה והעיקר מלמד	
12/04/2026 16:34:06	ניהול מניעת זיהומים	4	5	4	3	4	4	4			
12/04/2026 16:34:14	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
12/04/2026 16:34:34	ניהול מניעת זיהומים	5	5	5	5	5	5	5	אין שינויים הכל בסדר 	הכל היה טוב 	
12/04/2026 16:34:36	ניהול מניעת זיהומים	5	5	5	5	5	5	5	תשומת לב לבידודים וסביבת מטופלים		
12/04/2026 16:35:00	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
12/04/2026 16:35:09	ניהול מניעת זיהומים	5	5	5	5	5	4	4	זיהומים	כל הנושאים היו מיוחדים ומדויקיים למדתי הרבה 	תודה לכם מראש
12/04/2026 16:35:18	ניהול מניעת זיהומים	4	5	4	4	4	4	4	כן היה שינויים 	כלום , הכל עבר טוב ויפה	
12/04/2026 16:35:27	ניהול מניעת זיהומים	5	5	5	5	5	5	5		אמת הייתי מציע שעות הקורס בשעות הבוקר יותר קל למישהו עובד אפשר לקחת חופש ביום הזה וגם יש אופציה לעבוד משמרת ערב בלי לחץ .	
12/04/2026 16:35:31	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
12/04/2026 16:35:47	ניהול מניעת זיהומים	5	5	5	4	4	4	5		היה קורס מאוד מעניין, למדתי הרבה,מרצים טובים , לא היה משהו לשפר	
12/04/2026 16:35:49	ניהול מניעת זיהומים	4	5	5	4	4	4	5	להקפיד על חיטוי ידיים בין המטופלים	הרצאות היו עשירות במידע, אני אישית הייתי מעדיף ללימודים פרונטלי אבל גם דרך זום היה טוב	
12/04/2026 16:36:06	ניהול מניעת זיהומים	5	5	5	5	5	5	5	בעקבות הקורס התחלתי להקפיד יותר בשדה הקליני ולהשגיח על הצוות במטרה למנוע ו לצמצם כמה שיותר סיכון בנוגע לזיהומים 		
12/04/2026 16:36:07	ניהול מניעת זיהומים	3	3	4	3	3	3	3			
12/04/2026 16:36:09	ניהול מניעת זיהומים	4	5	5	4	5	5	5			
12/04/2026 16:36:31	ניהול מניעת זיהומים	4	5	5	5	4	3	4	בקרה והקפדה על נהלים	מצגות ארוכות, חוזרות על עצמן, לכן זה עזר ללמוד בצורה קפדנית	תודה על הסבלנות והחיוך
12/04/2026 16:36:39	ניהול מניעת זיהומים	5	5	5	4	5	5	5			
12/04/2026 16:36:51	ניהול מניעת זיהומים	5	5	5	4	4	5	5		החוויה שלי בקורס הייתה נהדרת ומשמעותית מאוד עבורי. נהניתי מהלמידה ומהאווירה, והקורס תרם לי רבות מבחינה מקצועית ואישית	תודה רבה לכל מי שלקח חלק בהעברת הקורס. הקורס היה משמעותי מאוד עבורי, העשיר את הידע המקצועי שלי ותרם לי רבות בתפקידי כאחות אחראית מחלקה. מעריכה מאוד את ההשקעה, ההכוונה והמקצועיות.
12/04/2026 16:37:16	ניהול מניעת זיהומים	5	5	5	5	5	5	5	להקפיד על מניעת זיהומים במחלקה ככל האפשר .	הזמנים של הקורס לפעמים היו מאוד סמוכים או מתנגשים לי לשעות העבודה או החזרה מהעבודה כך שהיה מעייף אותי .	הקורס תרם לי הרבה מבחינת ידע תודה רבה לכל אחד ואחת מהמרצים על ההשקעה והנתינה 
12/04/2026 16:37:43	ניהול מניעת זיהומים	5	5	5	4	4	4	5	1. הדרכה ושיפור המודעות, 2. שיפור הגישה למידע עדכני בנושא מניעת זיהומים, 3. מעקב קפדני אחרי ביצוע התקנים למניעת זיהומים,	תוכן מקצועי ומעמיק, הזדמנות לשאול שאלות, התאמה לנושאים עכשווים,  (-) אין לי מה לשפר	
12/04/2026 16:37:49	ניהול מניעת זיהומים	5	5	5	5	4	3	5		הקורס תרם לי רבות והעמיק את הידע שלי.	תודה לכם על הכול
12/04/2026 16:37:59	ניהול מניעת זיהומים	5	5	5	5	5	5	5			
12/04/2026 16:38:57	ניהול מניעת זיהומים	5	5	5	5	5	5	5	במידה רבה	שמחתי להישתתף בקורסתקיבלתי הרבה מידע וניקח את זה להמשך בתוך העבודתי.תודה	
12/04/2026 16:39:05	ניהול מניעת זיהומים	5	5	5	5	5	5	5	נאמן זהומים	הכל היה מצויין	היה מאוד קורס מרתק, מרצים ברמה גבוהה, אכפתים, הוסיף לי מיאוד, היה מאוד בולט מרצה מאיה מאוד קיף ללמוד ממנה, מעבירה את המידע בצורה פשוטה ומתיחס לכל שאלה או הודעה
